Stray Bullet,"00:33:17,240 --> 00:33:18,680",Speaker_2,هكذا يضحك، ما شأننا نحن؟,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:18,760 --> 00:33:22,520",Speaker_1,لماذا يريد أن يأخذك بعيدًا؟ سيجعلك تعملين في متجره،,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:22,600 --> 00:33:24,440",Speaker_2,ولن نراك مجددًا,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:27,400 --> 00:33:30,920",Speaker_1,ماذا سيحدث لي ولـموني في المدرسة من دونك؟,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:31,560 --> 00:33:32,920",Speaker_2,لا تقلقي، عزيزتي,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:33,040 --> 00:33:35,880",Speaker_1,المعلمات هناك صديقات لي وجميعهن يعرفكما ويحبكما,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:36,280 --> 00:33:41,000",Speaker_2,كنت ستصبحين معلمتي في الصف الخامس للعام القادم لكن ليس بعد الآن,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:41,240 --> 00:33:43,560",Speaker_1,أتمنى ألا تتزوجي يا عمتي,3fc9668f-6e81-431c-990a-8e98cbb6f467
Stray Bullet,"00:33:52,840 --> 00:33:54,360",Speaker_1,هيا يا نهى، إنهم هنا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:33:54,640 --> 00:33:55,760",Speaker_2,سمعتهم,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:33:56,280 --> 00:33:59,000",Speaker_1,ماذا تفعلان؟ اخلعاها الآن، أتسمعان؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:00,760 --> 00:34:02,200",Speaker_2,قالت العمة نهى أننا نستطيع ارتداءها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:02,280 --> 00:34:04,120",Speaker_1,لم تعمل العمة نهى بجد عليها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:04,600 --> 00:34:06,440",Speaker_2,تعالي هنا دعيني أخلعها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:07,800 --> 00:34:09,560",Speaker_1,قماش الأورجانزا يتضرر بسهولة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:09,640 --> 00:34:11,560",Speaker_2,كانت فكرة كاميليا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:11,840 --> 00:34:14,960",Speaker_1,توقفا عن لوم بعضكما أنتما سيدتان الآن,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:16,160 --> 00:34:19,520",Speaker_2,هيا غيرا ملابسكما ورتبا شعركما لكي نذهب ونلقي التحية,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:23,040 --> 00:34:24,400",Speaker_1,مساء الخير,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:25,360 --> 00:34:28,280",Speaker_2,أرجوك لا تنهضي كيف تشعرين؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:28,400 --> 00:34:30,400",Speaker_1,بحال أفضل، الحمد لله,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:32,040 --> 00:34:34,360",Speaker_2,كيف حالك يا رايموند؟ إذًا متى؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:34,640 --> 00:34:35,960",Speaker_1,يوم زفافك، أعدك,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:36,080 --> 00:34:37,720",Speaker_2,سأقتلك إن حلقتها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:37,920 --> 00:34:40,640",Speaker_1,مساء الخير يا كوليت  مساء الخير، كيف حالك يا نهى؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:41,360 --> 00:34:44,280",Speaker_2,من المستحيل أن يكون الإشبين في زفاف أخيه بهذا الشكل,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:44,400 --> 00:34:45,560",Speaker_1,كنت أمزح,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:46,000 --> 00:34:47,640",Speaker_2,ما هذا على وجهك؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:50,160 --> 00:34:51,720",Speaker_1,لا شيء لسعة؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:52,040 --> 00:34:54,480",Speaker_2,أي لسعة؟ أرني,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:56,560 --> 00:34:57,920",Speaker_1,أيمكن للسعة أن تفعل ذلك؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:34:58,040 --> 00:35:00,800",Speaker_2,عجبًا، هذا العام يختلف عن سابقه,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:00,880 --> 00:35:02,800",Speaker_1,يوجد الكثير من البعوض  إنها لسعة كبيرة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:03,240 --> 00:35:04,680",Speaker_2,سيستغرق الشفاء وقتًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:05,440 --> 00:35:07,200",Speaker_1,هل تؤلمك؟  قليلًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:07,600 --> 00:35:08,440",Speaker_2,أتمنى لك الشفاء,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:09,240 --> 00:35:10,080",Speaker_1,لا، شكرًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:10,280 --> 00:35:13,120",Speaker_2,صنعتها بنفسي اليوسفي من حديقة أهل زوجي,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:13,200 --> 00:35:15,120",Speaker_1,لا، لا أحب هذه الأشياء حقًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:15,320 --> 00:35:17,680",Speaker_2,وأنا أيضًا لا أريد، شكرًا  حقاً؟ ألن تجربوها؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:17,840 --> 00:35:19,240",Speaker_1,تناول واحدة إن أردت,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:19,840 --> 00:35:21,160",Speaker_2,إننا محظوظون هنا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:21,880 --> 00:35:24,000",Speaker_1,يجب أن ترى حي أختي في جسر الباشا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:24,080 --> 00:35:28,200",Speaker_2,المكان مليء بالقمامة لذا تركت هي وعائلتها الحي,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:28,400 --> 00:35:30,520",Speaker_1,ستخبرك كوليت  أخبرها عن ماذا؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:30,640 --> 00:35:34,080",Speaker_2,كيف هرب الجميع في حيكم جراء الرائحة الكريهة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:34,200 --> 00:35:37,120",Speaker_1,ليس الجميع يا عمتي بعض الناس لديهم أطفال وبقوا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:37,200 --> 00:35:38,160",Speaker_2,ماذا فعلت اليوم؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:38,480 --> 00:35:40,040",Speaker_1,بقيت هنا في المنزل,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:40,200 --> 00:35:41,400",Speaker_2,وأنا أيضًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:41,520 --> 00:35:44,600",Speaker_1,أغلقت المتجر مبكرًا ونمت طوال فترة ما بعد الظهر,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:46,120 --> 00:35:47,600",Speaker_2,تعالي هنا، سوف أجربها أنا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:47,760 --> 00:35:49,800",Speaker_1,أعرف سأعطيك أفضل واحدة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:52,400 --> 00:35:55,520",Speaker_2,إذًا ليعيننا الله على ذلك,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:35:55,920 --> 00:36:00,560",Speaker_1,لطالما كان جلد نهى حساسًا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:01,320 --> 00:36:04,080",Speaker_2,تُصاب بطفح جلدي بسهولة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:04,880 --> 00:36:11,160",Speaker_1,سواء كان ذلك بسبب الروائح أو الغبار ذات مرة ظهرت بقع على خدها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:11,760 --> 00:36:12,800",Speaker_2,فقدنا صوابنا,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:13,720 --> 00:36:14,840",Speaker_1,أتذكرين يا عزيزتي؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:15,640 --> 00:36:20,320",Speaker_2,حصل ذلك فور أن وصلت لسن البلوغ لم يستطع أي طبيب مساعدتها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:20,400 --> 00:36:25,800",Speaker_1,في النهاية، طلب مني الدكتور رياشي أن أقوم بتغيير وسادتها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:26,160 --> 00:36:27,480",Speaker_2,وهكذا حُلت المشكلة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:28,480 --> 00:36:34,440",Speaker_1,اتضح أنها تعاني حساسية من صوف وسادتها,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:34,520 --> 00:36:37,160",Speaker_2,جيد لا أحب الوسائد على أي حال,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:37,760 --> 00:36:40,200",Speaker_1,الوسائد فقط؟ بل أكثر من ذلك,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:41,000 --> 00:36:45,800",Speaker_2,سترين يا نهى، كل أسرته تبدو سيئة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:46,360 --> 00:36:49,920",Speaker_1,ليساعدك الله يا عزيزتي ماذا سيحدث لك؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:50,880 --> 00:36:52,280",Speaker_2,ماذا سيحدث؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:52,480 --> 00:36:54,880",Speaker_1,سأعود إلى المنزل وأنام في سريري في أسوأ الحالات,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:54,960 --> 00:36:56,880",Speaker_2,حقًا؟ هل ستفعلين ما يحلو لك؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:56,960 --> 00:36:58,760",Speaker_1,لا يزال جان يسقط عن سريره,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:36:59,200 --> 00:37:01,280",Speaker_2,سيتغير عندما يتزوج، أنا متأكد,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:01,480 --> 00:37:03,680",Speaker_1,بالطبع من الآن فصاعدًا، سأستمع لكلام الزوجة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:03,840 --> 00:37:05,440",Speaker_2,أتبع كلامها بدون نقاش,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:07,320 --> 00:37:10,520",Speaker_1,المعذرة أليكساندرا، ألم تلاحظي أن الآنسة تدخن؟,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:10,600 --> 00:37:13,240",Speaker_2,آسفة ظننت أنها لا تدخن عرضت السجائر في وقت سابق,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:13,320 --> 00:37:15,160",Speaker_1,لكنها لم تأخذ أيًا منها  لا تقلقوا من فضلكم,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:15,240 --> 00:37:17,720",Speaker_2,ليس لديك النوع الذي أدخنه السجائر التي استخدمها مميزة,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:19,280 --> 00:37:21,640",Speaker_1,أنت محقة، السجائر الملفوفة يدويًا هي الأفضل,a85007d0-335f-4ee8-b1aa-1bdb4ce08237
Stray Bullet,"00:37:30,280 --> 00:37:32,240",Speaker_1,كان جورج رحمه الله يدخن السجائر الملفوفة,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:32,360 --> 00:37:34,200",Speaker_2,أعني أخي جورج  رحمه الله,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:34,320 --> 00:37:36,600",Speaker_1,يا للخسارة كان من أفضل الرجال,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:37,240 --> 00:37:38,880",Speaker_2,متى تُوفي؟,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:39,320 --> 00:37:42,120",Speaker_1,كانت جنازته قبل 9 أشهر بالضبط دُفن في مثل هذا اليوم,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:42,680 --> 00:37:45,440",Speaker_2,لقد أقمنا جنازةً كبيرة له,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:46,800 --> 00:37:49,840",Speaker_1,كنا فخورين جدًا به لدراسته الطب في فرنسا,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:49,920 --> 00:37:51,960",Speaker_2,لم نستطع دفع تكاليف دراسته,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:53,160 --> 00:37:56,040",Speaker_1,عرضت عليه الحكومة الفرنسية منحة دراسية كاملة,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:37:57,880 --> 00:37:59,440",Speaker_2,لا نعلم ما حصل له,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:00,480 --> 00:38:01,880",Speaker_1,ثم عاد,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:03,560 --> 00:38:05,640",Speaker_2,آمل ألا يحدث هذا مع أي عائلة,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:07,520 --> 00:38:08,600",Speaker_1,وبعد يومين،,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:09,440 --> 00:38:10,840",Speaker_2,لم نفرح بعودته,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:11,480 --> 00:38:13,000",Speaker_1,خطفه الأوغاد,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:13,360 --> 00:38:15,240",Speaker_2,أعادوا جثته لنا مقطعة إلى أشلاء,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:15,360 --> 00:38:17,280",Speaker_1,وكان علينا أن نساوم للحصول على أشلائه,1eebca4d-5c8a-4906-ad27-24359a8b0d6a
Stray Bullet,"00:38:24,400 --> 00:38:26,360",Speaker_1,مساء الخير جميعًا أعتذر,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:26,440 --> 00:38:28,560",Speaker_2,كنت منشغلة مع الطفلتين  ما شاء الله,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:28,640 --> 00:38:31,280",Speaker_1,من لم يحظى بك كزوجة،  ما عساه أن يفعل؟,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:31,360 --> 00:38:33,680",Speaker_2,يتزوج أختي  كم أنت شقية,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:33,760 --> 00:38:35,960",Speaker_1,كيف حالك يا رايموند؟ متى ستحلقها؟,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:36,080 --> 00:38:37,920",Speaker_2,بضعة أيام  يجب أن تسأل خطيبته,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:38,040 --> 00:38:41,280",Speaker_1,مرحبًا، أنا كوليت  توقعت ذلك تشرّفت بلقائك,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:41,360 --> 00:38:43,600",Speaker_2,سمعت الكثير عنك، لكنك أجمل مما يقولون,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:43,680 --> 00:38:45,040",Speaker_1,أنت مذهلة,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:45,320 --> 00:38:47,840",Speaker_2,سمعت الكثير عنك أيضًا  خصوصاً من جان,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:48,000 --> 00:38:50,800",Speaker_1,جان؟ إنه كاذب بالفطرة,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:51,280 --> 00:38:53,120",Speaker_2,لا تتحدث إليّ، أنا مستاءة منك,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:53,200 --> 00:38:55,480",Speaker_1,مستاءة مني، ماذا فعلت؟  ليس الآن,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:38:55,560 --> 00:38:57,200",Speaker_2,أنا أصر أن تخبريني,dc84b711-b191-4411-a529-37071e87c6d6
Stray Bullet,"00:39:16,760 --> 00:39:18,480",Speaker_1,مساء الخير  مساء الخير يا حبيبتي,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:18,560 --> 00:39:21,080",Speaker_2,مساء الخير  مساء الخير,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:23,640 --> 00:39:28,320",Speaker_1,انظري كم هي جميلة هذه الثياب أحسنت يا ليلى,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:28,840 --> 00:39:30,840",Speaker_2,مساء الخير  مساء الخير,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:30,960 --> 00:39:32,440",Speaker_1,ما اسمك أيتها الجميلة؟,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:32,520 --> 00:39:34,680",Speaker_2,اسمي كاميليا  وأنت ما اسمك؟,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:34,760 --> 00:39:37,600",Speaker_1,موني  يا له من اسم جميل,801e64de-ac8d-406c-9fd4-dc6db103f080
Stray Bullet,"00:39:44,320 --> 00:39:45,880",Speaker_1,مساء الخير يا عم جان,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:39:45,960 --> 00:39:48,000",Speaker_2,مساء الخير يا كاميليا كيف حالك؟,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:39:48,440 --> 00:39:49,440",Speaker_1,بخير,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:39:51,080 --> 00:39:53,200",Speaker_2,تعالي إلى هنا,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:39:56,680 --> 00:39:58,680",Speaker_1,اقتربي أكثر,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:39:59,400 --> 00:40:01,480",Speaker_2,إلى أين تذهبين؟ تعالي وسلمي,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:02,760 --> 00:40:04,680",Speaker_1,اقتربي يا موني,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:05,960 --> 00:40:06,960",Speaker_2,موني؟,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:11,200 --> 00:40:12,920",Speaker_1,لمن اشتريت هذه إذًا؟,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:13,000 --> 00:40:16,440",Speaker_2,حسنًا، من يعطيني قبلة ويشكرني، سيحصل على هذه,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:19,960 --> 00:40:21,400",Speaker_1,اذهبا إلى العم جان,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:21,560 --> 00:40:24,720",Speaker_2,خذا الهدايا وقوما بشكره ثم قبلاه,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:25,080 --> 00:40:27,080",Speaker_1,لا بأس، يمكنهما أخذهما لاحقًا,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:27,520 --> 00:40:31,800",Speaker_2,استمعا إلى والدكما خذا الهدايا  وقوما بشكره ثم قبلاه,4c17a6a0-264b-47b5-a0e6-4f77af4a64a5
Stray Bullet,"00:40:39,280 --> 00:40:40,440",Speaker_1,هذه من أجل موني,c9733a27-2b90-478d-8458-b502a3fac604
Stray Bullet,"00:40:43,080 --> 00:40:44,320",Speaker_2,وهذه لك,c9733a27-2b90-478d-8458-b502a3fac604
Stray Bullet,"00:40:48,320 --> 00:40:50,520",Speaker_1,ماذا يجب أن تقولا؟  شكرًا يا عم,c9733a27-2b90-478d-8458-b502a3fac604
Stray Bullet,"00:40:52,800 --> 00:40:53,880",Speaker_2,ماذا عن قبلتي؟,c9733a27-2b90-478d-8458-b502a3fac604
Stray Bullet,"00:41:05,320 --> 00:41:08,920",Speaker_1,لماذا تبكيان؟ هذا يكفي ذلك لا يصح,7e687b57-51ed-4ed5-a635-d0a49143eb20
Stray Bullet,"00:41:10,080 --> 00:41:11,680",Speaker_2,خذا الهدايا واذهبا إلى غرفتكما,7e687b57-51ed-4ed5-a635-d0a49143eb20
Stray Bullet,"00:41:13,960 --> 00:41:14,840",Speaker_1,هيا,7e687b57-51ed-4ed5-a635-d0a49143eb20
Stray Bullet,"00:41:20,800 --> 00:41:22,400",Speaker_1,لا تفعل ذلك يا رجل,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:22,760 --> 00:41:24,480",Speaker_2,إنها غلطتي لقد جعلتهما تبكيان,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:24,560 --> 00:41:26,600",Speaker_1,أنت لم تفعل شيئًا إنهما تتصرفان كالأطفال,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:27,280 --> 00:41:28,760",Speaker_2,تبكيان لأقل الأسباب,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:29,560 --> 00:41:32,560",Speaker_1,ابنتاك جميلتان يا عساف,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:33,200 --> 00:41:34,920",Speaker_2,لا تقسو عليهما,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:35,520 --> 00:41:37,280",Speaker_1,الوضع سيئ عليهما أيضًا,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:38,400 --> 00:41:42,760",Speaker_2,أمر مؤسف لقد عانتا الكثير من الصدمة في العامين الماضيين,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:44,920 --> 00:41:47,200",Speaker_1,لكنهما لا تزالان مطيعتين,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:47,320 --> 00:41:49,640",Speaker_2,نادرًا ما تستطيعان الذهاب إلى المدرسة هذه الأيام,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:49,720 --> 00:41:51,880",Speaker_1,هما حتى لا تتعلمان في المدرسة,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:52,000 --> 00:41:54,320",Speaker_2,تقضيان الوقت بالاحتماء في الممرات وراء الخزائن,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:55,440 --> 00:41:57,040",Speaker_1,ليساعدنا الله على تخطي هذا,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:41:57,120 --> 00:42:00,120",Speaker_2,أي إله؟ نحن فقط نستطيع أن نخلّص أنفسنا من كل هذا,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:00,200 --> 00:42:01,720",Speaker_1,قالوا، أبقوا أبوابكم مفتوحة,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:01,840 --> 00:42:05,680",Speaker_2,أبقيناها مفتوحة، فدخلوا علينا وقاموا بذبحنا,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:05,800 --> 00:42:09,360",Speaker_1,يا لهم من قساة كانوا مستعدين لطردنا جميعًا,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:09,440 --> 00:42:13,320",Speaker_2,هم مثل النابض إن تركته، يرتد إلى الوراء ويضربك في عينيك,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:13,400 --> 00:42:14,400",Speaker_1,ولم ننته بعد,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:14,560 --> 00:42:17,800",Speaker_2,شهران من الرعب نتوقع الموت في أي ليلة,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:17,880 --> 00:42:20,960",Speaker_1,استمر الجنود بالقتال لمدة 52 يومًا حتى آخر يوم,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:21,040 --> 00:42:24,360",Speaker_2,ظن الجنود أنهم يواجهون 1200 مقاتل في المخيم,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:24,480 --> 00:42:27,480",Speaker_1,لكن عند وصولهم إلى هناك، قُتل 45 منهم جراء الألغام,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:27,920 --> 00:42:30,160",Speaker_2,كانت مداخل المخيم مليئة بالألغام,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:30,240 --> 00:42:34,440",Speaker_1,كان الرماة على تل مير يظهرون ويطلقون النار ثم يختفون في التل,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:34,600 --> 00:42:36,560",Speaker_2,تعرض سائق الدبابات للإصابة,039bfd3f-312e-435c-86e9-62e2b17fd280
Stray Bullet,"00:42:36,640 --> 00:42:40,240",Speaker_1,لم يستطع حامل رشاش الكورد أن يسوقها تسلّق على جثث زملائه,039bfd3f-312e-435c-86e9-62e2b17fd280
